item_id,family,channel,scenario_id,incidental_id,order_index,display_label_set,code_map_index,consequence_frame,parse_status,parse_reason,parsed_pole,chose_pole1,chose_first,binding_executed
ar-ar_logformat_service-i4-ar-o0-ln-c1-fh-739a7949d5f4,AR,AR,ar_logformat_service,i4,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_logformat_service-i4-ar-o1-ll-c0-fe-f87c061e1519,AR,AR,ar_logformat_service,i4,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_logformat_service-i4-ar-o1-ll-c0-fh-d71cbd539052,AR,AR,ar_logformat_service,i4,1,letters,0,hypothetical,valid,exact_code,0.0,0.0,0.0,0
ar-ar_logformat_service-i4-ar-o1-ll-c1-fe-185646ef16df,AR,AR,ar_logformat_service,i4,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_logformat_service-i4-ar-o1-ll-c1-fh-ec77837bd83f,AR,AR,ar_logformat_service,i4,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_logformat_service-i4-ar-o1-ln-c0-fe-50566148aa7d,AR,AR,ar_logformat_service,i4,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_logformat_service-i4-ar-o1-ln-c0-fh-ca7759c85f92,AR,AR,ar_logformat_service,i4,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_logformat_service-i4-ar-o1-ln-c1-fe-34c591e4c0fa,AR,AR,ar_logformat_service,i4,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_logformat_service-i4-ar-o1-ln-c1-fh-530cdfdc1be8,AR,AR,ar_logformat_service,i4,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_logformat_service-i4-ro-o0-ll-c0-fx-5e2e1a8612be,AR,RO,ar_logformat_service,i4,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_logformat_service-i4-ro-o0-ll-c1-fx-52f954a6961d,AR,RO,ar_logformat_service,i4,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_logformat_service-i4-ro-o0-ln-c0-fx-774e0e5738e9,AR,RO,ar_logformat_service,i4,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_logformat_service-i4-ro-o0-ln-c1-fx-5879bc37da4e,AR,RO,ar_logformat_service,i4,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_logformat_service-i4-ro-o1-ll-c0-fx-f1567bfe8fe7,AR,RO,ar_logformat_service,i4,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_logformat_service-i4-ro-o1-ll-c1-fx-0f8b52a2ab19,AR,RO,ar_logformat_service,i4,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_logformat_service-i4-ro-o1-ln-c0-fx-c328b2f3789c,AR,RO,ar_logformat_service,i4,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_logformat_service-i4-ro-o1-ln-c1-fx-a4f8d2e30e18,AR,RO,ar_logformat_service,i4,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i0-ar-o0-ll-c0-fe-2f1f6ba335e9,AR,AR,ar_naming_config,i0,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i0-ar-o0-ll-c0-fh-835ca1fe3007,AR,AR,ar_naming_config,i0,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i0-ar-o0-ll-c1-fe-037356113a9a,AR,AR,ar_naming_config,i0,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i0-ar-o0-ll-c1-fh-105c408117fd,AR,AR,ar_naming_config,i0,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i0-ar-o0-ln-c0-fe-26f03fd6f55e,AR,AR,ar_naming_config,i0,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i0-ar-o0-ln-c0-fh-46faf74e336f,AR,AR,ar_naming_config,i0,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i0-ar-o0-ln-c1-fe-91afbd161dea,AR,AR,ar_naming_config,i0,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i0-ar-o0-ln-c1-fh-9d5c8e1e09ed,AR,AR,ar_naming_config,i0,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i0-ar-o1-ll-c0-fe-a553bf5d7d69,AR,AR,ar_naming_config,i0,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i0-ar-o1-ll-c0-fh-d4fcbcc7c4a4,AR,AR,ar_naming_config,i0,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i0-ar-o1-ll-c1-fe-f3be9997f6f1,AR,AR,ar_naming_config,i0,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i0-ar-o1-ll-c1-fh-02ea26b0ff0f,AR,AR,ar_naming_config,i0,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i0-ar-o1-ln-c0-fe-31ca28347ccc,AR,AR,ar_naming_config,i0,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i0-ar-o1-ln-c0-fh-0821252bcb6e,AR,AR,ar_naming_config,i0,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i0-ar-o1-ln-c1-fe-cc4cf616e0c0,AR,AR,ar_naming_config,i0,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i0-ar-o1-ln-c1-fh-c3f9e96885c9,AR,AR,ar_naming_config,i0,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i0-ro-o0-ll-c0-fx-f516dcc56620,AR,RO,ar_naming_config,i0,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i0-ro-o0-ll-c1-fx-6a7b567d957c,AR,RO,ar_naming_config,i0,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i0-ro-o0-ln-c0-fx-d34193ffb408,AR,RO,ar_naming_config,i0,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i0-ro-o0-ln-c1-fx-ee8e68c15946,AR,RO,ar_naming_config,i0,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i0-ro-o1-ll-c0-fx-322ac9160980,AR,RO,ar_naming_config,i0,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i0-ro-o1-ll-c1-fx-e1cb7157d514,AR,RO,ar_naming_config,i0,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i0-ro-o1-ln-c0-fx-c591c82e13b8,AR,RO,ar_naming_config,i0,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i0-ro-o1-ln-c1-fx-d90c9cef94f5,AR,RO,ar_naming_config,i0,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i1-ar-o0-ll-c0-fe-0b76166e0546,AR,AR,ar_naming_config,i1,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i1-ar-o0-ll-c0-fh-cce8aee90446,AR,AR,ar_naming_config,i1,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i1-ar-o0-ll-c1-fe-663347433e99,AR,AR,ar_naming_config,i1,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i1-ar-o0-ll-c1-fh-7458cb9aa4fe,AR,AR,ar_naming_config,i1,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i1-ar-o0-ln-c0-fe-eb421ad1237a,AR,AR,ar_naming_config,i1,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i1-ar-o0-ln-c0-fh-21e41153ed3f,AR,AR,ar_naming_config,i1,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i1-ar-o0-ln-c1-fe-699333f919f6,AR,AR,ar_naming_config,i1,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i1-ar-o0-ln-c1-fh-d4cb82533488,AR,AR,ar_naming_config,i1,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i1-ar-o1-ll-c0-fe-bcc88e20fd63,AR,AR,ar_naming_config,i1,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i1-ar-o1-ll-c0-fh-799d717641a1,AR,AR,ar_naming_config,i1,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i1-ar-o1-ll-c1-fe-07b6a483fe08,AR,AR,ar_naming_config,i1,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i1-ar-o1-ll-c1-fh-f78f2088e099,AR,AR,ar_naming_config,i1,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i1-ar-o1-ln-c0-fe-e5099554147a,AR,AR,ar_naming_config,i1,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i1-ar-o1-ln-c0-fh-f7b5428e5ee9,AR,AR,ar_naming_config,i1,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i1-ar-o1-ln-c1-fe-4fc457c6068e,AR,AR,ar_naming_config,i1,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i1-ar-o1-ln-c1-fh-0d3b981284dc,AR,AR,ar_naming_config,i1,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i1-ro-o0-ll-c0-fx-3793fc9d203a,AR,RO,ar_naming_config,i1,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i1-ro-o0-ll-c1-fx-951a7d51d02d,AR,RO,ar_naming_config,i1,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i1-ro-o0-ln-c0-fx-5deb73e15fd3,AR,RO,ar_naming_config,i1,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i1-ro-o0-ln-c1-fx-4419287a0126,AR,RO,ar_naming_config,i1,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i1-ro-o1-ll-c0-fx-4b476dc8d26c,AR,RO,ar_naming_config,i1,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i1-ro-o1-ll-c1-fx-8053e0d4ead9,AR,RO,ar_naming_config,i1,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i1-ro-o1-ln-c0-fx-bbe34b9b9c22,AR,RO,ar_naming_config,i1,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i1-ro-o1-ln-c1-fx-fea22dfccb87,AR,RO,ar_naming_config,i1,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i2-ar-o0-ll-c0-fe-ee653bb61e47,AR,AR,ar_naming_config,i2,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i2-ar-o0-ll-c0-fh-7deafcad4b7f,AR,AR,ar_naming_config,i2,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i2-ar-o0-ll-c1-fe-a899278c0395,AR,AR,ar_naming_config,i2,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i2-ar-o0-ll-c1-fh-059ee71c2d07,AR,AR,ar_naming_config,i2,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i2-ar-o0-ln-c0-fe-3e26199a299f,AR,AR,ar_naming_config,i2,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i2-ar-o0-ln-c0-fh-f1c52a83a47e,AR,AR,ar_naming_config,i2,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i2-ar-o0-ln-c1-fe-b20fcffccfcd,AR,AR,ar_naming_config,i2,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i2-ar-o0-ln-c1-fh-85a1633b6b05,AR,AR,ar_naming_config,i2,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i2-ar-o1-ll-c0-fe-5e12580ffd3e,AR,AR,ar_naming_config,i2,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i2-ar-o1-ll-c0-fh-3040129f8b69,AR,AR,ar_naming_config,i2,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i2-ar-o1-ll-c1-fe-f6687d7e89f3,AR,AR,ar_naming_config,i2,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i2-ar-o1-ll-c1-fh-647cba8385be,AR,AR,ar_naming_config,i2,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i2-ar-o1-ln-c0-fe-37f36b76fe43,AR,AR,ar_naming_config,i2,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i2-ar-o1-ln-c0-fh-cd134a9fec83,AR,AR,ar_naming_config,i2,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i2-ar-o1-ln-c1-fe-1bc9ea70d8d8,AR,AR,ar_naming_config,i2,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i2-ar-o1-ln-c1-fh-f43e72bf10be,AR,AR,ar_naming_config,i2,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i2-ro-o0-ll-c0-fx-79d3140b905c,AR,RO,ar_naming_config,i2,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i2-ro-o0-ll-c1-fx-3913fa91f2bc,AR,RO,ar_naming_config,i2,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i2-ro-o0-ln-c0-fx-e61d4a34155b,AR,RO,ar_naming_config,i2,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i2-ro-o0-ln-c1-fx-598a2cd70d2f,AR,RO,ar_naming_config,i2,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i2-ro-o1-ll-c0-fx-01cf0af1a3c2,AR,RO,ar_naming_config,i2,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i2-ro-o1-ll-c1-fx-532604a24213,AR,RO,ar_naming_config,i2,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i2-ro-o1-ln-c0-fx-ccdc6dad3440,AR,RO,ar_naming_config,i2,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i2-ro-o1-ln-c1-fx-3ca2bc647421,AR,RO,ar_naming_config,i2,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i3-ar-o0-ll-c0-fe-b149dc49f508,AR,AR,ar_naming_config,i3,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i3-ar-o0-ll-c0-fh-250150d64fc7,AR,AR,ar_naming_config,i3,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i3-ar-o0-ll-c1-fe-5fc1d9d3317a,AR,AR,ar_naming_config,i3,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i3-ar-o0-ll-c1-fh-a73049902e30,AR,AR,ar_naming_config,i3,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i3-ar-o0-ln-c0-fe-416c5067a092,AR,AR,ar_naming_config,i3,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i3-ar-o0-ln-c0-fh-81c022991088,AR,AR,ar_naming_config,i3,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i3-ar-o0-ln-c1-fe-d622ef382e93,AR,AR,ar_naming_config,i3,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i3-ar-o0-ln-c1-fh-64496f583c82,AR,AR,ar_naming_config,i3,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i3-ar-o1-ll-c0-fe-6365377cbf5b,AR,AR,ar_naming_config,i3,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i3-ar-o1-ll-c0-fh-b1817f7b0880,AR,AR,ar_naming_config,i3,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i3-ar-o1-ll-c1-fe-16ce01c806c5,AR,AR,ar_naming_config,i3,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i3-ar-o1-ll-c1-fh-de993bd762ab,AR,AR,ar_naming_config,i3,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i3-ar-o1-ln-c0-fe-86b626576691,AR,AR,ar_naming_config,i3,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i3-ar-o1-ln-c0-fh-52c77cfe4906,AR,AR,ar_naming_config,i3,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i3-ar-o1-ln-c1-fe-41f51064ec4f,AR,AR,ar_naming_config,i3,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i3-ar-o1-ln-c1-fh-25c4ba31416a,AR,AR,ar_naming_config,i3,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i3-ro-o0-ll-c0-fx-e25063fbe758,AR,RO,ar_naming_config,i3,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i3-ro-o0-ll-c1-fx-72b14f34c20b,AR,RO,ar_naming_config,i3,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i3-ro-o0-ln-c0-fx-edfafb37135e,AR,RO,ar_naming_config,i3,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i3-ro-o0-ln-c1-fx-a3644dff8d24,AR,RO,ar_naming_config,i3,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i3-ro-o1-ll-c0-fx-439a3fdc6f4a,AR,RO,ar_naming_config,i3,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i3-ro-o1-ll-c1-fx-02ae9046f37c,AR,RO,ar_naming_config,i3,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i3-ro-o1-ln-c0-fx-443b3da6369e,AR,RO,ar_naming_config,i3,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i3-ro-o1-ln-c1-fx-624ae7b5ffaa,AR,RO,ar_naming_config,i3,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i4-ar-o0-ll-c0-fe-bf46fb1d016f,AR,AR,ar_naming_config,i4,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i4-ar-o0-ll-c0-fh-f7bbb5331e62,AR,AR,ar_naming_config,i4,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i4-ar-o0-ll-c1-fe-7c44d94d56ff,AR,AR,ar_naming_config,i4,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i4-ar-o0-ll-c1-fh-fd8608a97af1,AR,AR,ar_naming_config,i4,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i4-ar-o0-ln-c0-fe-13eada4a4246,AR,AR,ar_naming_config,i4,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i4-ar-o0-ln-c0-fh-8d5e47577d95,AR,AR,ar_naming_config,i4,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i4-ar-o0-ln-c1-fe-d8a46e109a2b,AR,AR,ar_naming_config,i4,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_config-i4-ar-o0-ln-c1-fh-86df8d3b7670,AR,AR,ar_naming_config,i4,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i4-ar-o1-ll-c0-fe-f2abe92653d2,AR,AR,ar_naming_config,i4,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i4-ar-o1-ll-c0-fh-3fb836e7bf6a,AR,AR,ar_naming_config,i4,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i4-ar-o1-ll-c1-fe-56bc6a029ee0,AR,AR,ar_naming_config,i4,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i4-ar-o1-ll-c1-fh-cc627a0d4fee,AR,AR,ar_naming_config,i4,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i4-ar-o1-ln-c0-fe-deb8a49d59c3,AR,AR,ar_naming_config,i4,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i4-ar-o1-ln-c0-fh-73160be6a344,AR,AR,ar_naming_config,i4,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i4-ar-o1-ln-c1-fe-61da32d0b4d1,AR,AR,ar_naming_config,i4,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_config-i4-ar-o1-ln-c1-fh-5078cabcad0e,AR,AR,ar_naming_config,i4,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i4-ro-o0-ll-c0-fx-b12bf0134d92,AR,RO,ar_naming_config,i4,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i4-ro-o0-ll-c1-fx-4c9f9a18e2e6,AR,RO,ar_naming_config,i4,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i4-ro-o0-ln-c0-fx-627e4bafca15,AR,RO,ar_naming_config,i4,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_config-i4-ro-o0-ln-c1-fx-7ede0aac610f,AR,RO,ar_naming_config,i4,0,numbers,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_config-i4-ro-o1-ll-c0-fx-3568135879e4,AR,RO,ar_naming_config,i4,1,letters,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i4-ro-o1-ll-c1-fx-4ac3b2a14baf,AR,RO,ar_naming_config,i4,1,letters,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_config-i4-ro-o1-ln-c0-fx-f94e3cd75379,AR,RO,ar_naming_config,i4,1,numbers,0,,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_config-i4-ro-o1-ln-c1-fx-0e064e5e7a51,AR,RO,ar_naming_config,i4,1,numbers,1,,valid,exact_code,0.0,0.0,0.0,0
ar-ar_naming_parser-i0-ar-o0-ll-c0-fe-034c8af222f9,AR,AR,ar_naming_parser,i0,0,letters,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_parser-i0-ar-o0-ll-c0-fh-6ae3af2f5621,AR,AR,ar_naming_parser,i0,0,letters,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_parser-i0-ar-o0-ll-c1-fe-b8cf37de1a1c,AR,AR,ar_naming_parser,i0,0,letters,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_parser-i0-ar-o0-ll-c1-fh-c6b3a795f3f0,AR,AR,ar_naming_parser,i0,0,letters,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_parser-i0-ar-o0-ln-c0-fe-5a1322fd647c,AR,AR,ar_naming_parser,i0,0,numbers,0,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_parser-i0-ar-o0-ln-c0-fh-053e93816ae1,AR,AR,ar_naming_parser,i0,0,numbers,0,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_parser-i0-ar-o0-ln-c1-fe-d33fc3582768,AR,AR,ar_naming_parser,i0,0,numbers,1,enacted,valid,exact_code,0.0,0.0,1.0,1
ar-ar_naming_parser-i0-ar-o0-ln-c1-fh-47ff114ee073,AR,AR,ar_naming_parser,i0,0,numbers,1,hypothetical,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_parser-i0-ar-o1-ll-c0-fe-716838c41df4,AR,AR,ar_naming_parser,i0,1,letters,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_parser-i0-ar-o1-ll-c0-fh-7ee744f6d4b0,AR,AR,ar_naming_parser,i0,1,letters,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_parser-i0-ar-o1-ll-c1-fe-1d85e71b93c3,AR,AR,ar_naming_parser,i0,1,letters,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_parser-i0-ar-o1-ll-c1-fh-9a0c56b5bf7b,AR,AR,ar_naming_parser,i0,1,letters,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_parser-i0-ar-o1-ln-c0-fe-04ce00a8964c,AR,AR,ar_naming_parser,i0,1,numbers,0,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_parser-i0-ar-o1-ln-c0-fh-673b989e76df,AR,AR,ar_naming_parser,i0,1,numbers,0,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_parser-i0-ar-o1-ln-c1-fe-1cb5ddee463f,AR,AR,ar_naming_parser,i0,1,numbers,1,enacted,valid,exact_code,1.0,1.0,1.0,1
ar-ar_naming_parser-i0-ar-o1-ln-c1-fh-ae5e3973325a,AR,AR,ar_naming_parser,i0,1,numbers,1,hypothetical,valid,exact_code,1.0,1.0,1.0,0
ar-ar_naming_parser-i0-ro-o0-ll-c0-fx-d43d58e8ca69,AR,RO,ar_naming_parser,i0,0,letters,0,,valid,exact_code,1.0,1.0,0.0,0
ar-ar_naming_parser-i0-ro-o0-ll-c1-fx-66f4b9705df3,AR,RO,ar_naming_parser,i0,0,letters,1,,valid,exact_code,0.0,0.0,1.0,0
ar-ar_naming_parser-i0-ro-o0-ln-c0-fx-114a1d8f8067,AR,RO,ar_naming_parser,i0,0,numbers,0,,valid,exact_code,1.0,1.0,0.0,0
