row_id,domain,family,split,text,hard_negative_group,lexical_markers,notes
V3_0420,law,law,test,"In a paragraph about law, the key detail is this: Discovery obligations require each side to disclose relevant documents. The passage is about legal procedure, burdens, statutes, and courtroom actors. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;court;statute;jury,semantic-domain expanded paragraph with confusable guidance
V3_0421,medicine,medicine,train,The patient was administered antibiotics and discharged the next morning.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0422,medicine,medicine,train,A clinical trial found the drug reduced relapse rates by a third.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0423,medicine,medicine,train,Elevated troponin pointed to damage to the heart muscle.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0424,medicine,medicine,train,The surgeon resected the tumor and sent margins to pathology.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0425,medicine,medicine,train,"Symptoms included fever, fatigue, and a persistent dry cough.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0426,medicine,medicine,train,The dose was titrated upward until the seizures were controlled.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0427,medicine,medicine,dev,An MRI revealed a small lesion in the left temporal lobe.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0428,medicine,medicine,dev,The vaccine primes the immune system to recognize the pathogen.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0429,medicine,medicine,test,Blood pressure remained elevated despite the new medication.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0430,medicine,medicine,test,The biopsy confirmed the growth was benign rather than malignant.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0431,medicine,medicine,train,Physical therapy restored most of the range of motion in the joint.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0432,medicine,medicine,train,The chart noted an allergy to penicillin in bold red ink.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0433,medicine,medicine,train,Insulin lowers blood glucose by moving it into the cells.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0434,medicine,medicine,train,The wound was sutured and dressed to prevent infection.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0435,medicine,medicine,train,The cardiologist recommended a stress test before clearing him.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0436,medicine,medicine,train,Chemotherapy shrank the mass enough to make surgery possible.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0437,medicine,medicine,dev,The blood draw showed elevated white-cell count consistent with infection.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0438,medicine,medicine,dev,The radiologist flagged a suspicious opacity on the chest film.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0439,medicine,medicine,test,The patient reported improved mobility after the new orthotic.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0440,medicine,medicine,test,Liver enzymes returned to normal after the drug holiday.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0441,medicine,medicine,train,The protocol called for weekly monitoring of serum levels.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0442,medicine,medicine,train,Prophylactic anticoagulation was started before the long flight.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0443,medicine,medicine,train,The echocardiogram showed preserved ejection fraction.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0444,medicine,medicine,train,The dermatology consult noted a changing pigmented lesion.,law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain short item
V3_0445,medicine,medicine,train,"The patient was administered antibiotics and discharged the next morning. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0446,medicine,medicine,train,"A clinical trial found the drug reduced relapse rates by a third. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0447,medicine,medicine,dev,"Elevated troponin pointed to damage to the heart muscle. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0448,medicine,medicine,dev,"The surgeon resected the tumor and sent margins to pathology. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0449,medicine,medicine,test,"Symptoms included fever, fatigue, and a persistent dry cough. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0450,medicine,medicine,test,"The dose was titrated upward until the seizures were controlled. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0451,medicine,medicine,train,"An MRI revealed a small lesion in the left temporal lobe. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0452,medicine,medicine,train,"The vaccine primes the immune system to recognize the pathogen. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0453,medicine,medicine,train,"Blood pressure remained elevated despite the new medication. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0454,medicine,medicine,train,"The biopsy confirmed the growth was benign rather than malignant. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0455,medicine,medicine,train,"Physical therapy restored most of the range of motion in the joint. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0456,medicine,medicine,train,"The chart noted an allergy to penicillin in bold red ink. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0457,medicine,medicine,dev,"Insulin lowers blood glucose by moving it into the cells. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0458,medicine,medicine,dev,"The wound was sutured and dressed to prevent infection. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0459,medicine,medicine,test,"The cardiologist recommended a stress test before clearing him. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0460,medicine,medicine,test,"Chemotherapy shrank the mass enough to make surgery possible. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0461,medicine,medicine,train,"The blood draw showed elevated white-cell count consistent with infection. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0462,medicine,medicine,train,"The radiologist flagged a suspicious opacity on the chest film. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0463,medicine,medicine,train,"The patient reported improved mobility after the new orthotic. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0464,medicine,medicine,train,"Liver enzymes returned to normal after the drug holiday. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0465,medicine,medicine,train,"The protocol called for weekly monitoring of serum levels. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0466,medicine,medicine,train,"Prophylactic anticoagulation was started before the long flight. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0467,medicine,medicine,dev,"The echocardiogram showed preserved ejection fraction. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0468,medicine,medicine,dev,"The dermatology consult noted a changing pigmented lesion. The passage is about clinical care, symptoms, dosing, and patient outcomes.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain paragraph variant
V3_0469,medicine,medicine,test,"In a paragraph about medicine, the key detail is this: The patient was administered antibiotics and discharged the next morning. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0470,medicine,medicine,test,"In a paragraph about medicine, the key detail is this: A clinical trial found the drug reduced relapse rates by a third. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0471,medicine,medicine,train,"In a paragraph about medicine, the key detail is this: Elevated troponin pointed to damage to the heart muscle. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0472,medicine,medicine,train,"In a paragraph about medicine, the key detail is this: The surgeon resected the tumor and sent margins to pathology. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0473,medicine,medicine,train,"In a paragraph about medicine, the key detail is this: Symptoms included fever, fatigue, and a persistent dry cough. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0474,medicine,medicine,train,"In a paragraph about medicine, the key detail is this: The dose was titrated upward until the seizures were controlled. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0475,medicine,medicine,train,"In a paragraph about medicine, the key detail is this: An MRI revealed a small lesion in the left temporal lobe. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0476,medicine,medicine,train,"In a paragraph about medicine, the key detail is this: The vaccine primes the immune system to recognize the pathogen. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0477,medicine,medicine,dev,"In a paragraph about medicine, the key detail is this: Blood pressure remained elevated despite the new medication. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0478,medicine,medicine,dev,"In a paragraph about medicine, the key detail is this: The biopsy confirmed the growth was benign rather than malignant. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0479,medicine,medicine,test,"In a paragraph about medicine, the key detail is this: Physical therapy restored most of the range of motion in the joint. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0480,medicine,medicine,test,"In a paragraph about medicine, the key detail is this: The chart noted an allergy to penicillin in bold red ink. The passage is about clinical care, symptoms, dosing, and patient outcomes. A hard negative should share a few words but change the underlying topic.",law_vs_medicine_shared_terms,trial;discharge;administer;patient;dose;clinical,semantic-domain expanded paragraph with confusable guidance
V3_0481,sports,sports,train,She dribbled past two defenders and scored in the final minute of the match.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0482,sports,sports,train,The rookie's late rally pulled the team back to within a single point.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0483,sports,sports,train,He beat the throw to second base with a headfirst slide.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0484,sports,sports,train,The striker's header found the top corner to seal the win.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0485,sports,sports,train,"Down by ten, the home side mounted a furious comeback in the fourth quarter.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0486,sports,sports,train,The goalkeeper dove full stretch to tip the shot around the post.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0487,sports,sports,dev,Their captain led the break and finished with a thunderous dunk.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0488,sports,sports,dev,The marathon leader pulled away on the final hill and never looked back.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0489,sports,sports,test,A clean tackle stripped the ball just outside the penalty area.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0490,sports,sports,test,The pitcher struck out the side to escape the bases-loaded jam.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0491,sports,sports,train,The peloton chased hard but could not reel in the lone breakaway rider.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0492,sports,sports,train,She served three aces in a row to take the deciding set.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0493,sports,sports,train,The forwards pressed high and forced a turnover deep in the zone.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0494,sports,sports,train,His buzzer-beater from half court sent the arena into a frenzy.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0495,sports,sports,train,The relay team shaved a full second off the national record.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0496,sports,sports,train,A perfectly timed block kept the spiker from scoring the final point.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0497,sports,sports,dev,The underdog upset the defending champions in a dramatic penalty shootout.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0498,sports,sports,dev,The cyclist attacked on the climb and held the lead to the finish.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0499,sports,sports,test,A no-look pass set up the easy layup for the game-winning basket.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0500,sports,sports,test,The defense held firm in the red zone to preserve the shutout.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0501,sports,sports,train,She broke the world record with a personal best in the 400 meters.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0502,sports,sports,train,The team executed a perfect double play to end the inning.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0503,sports,sports,train,A last-second field goal won the championship for the visiting side.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0504,sports,sports,train,The swimmer touched the wall first in a photo-finish race.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0505,sports,sports,train,The coach called a timeout to set up the final play of the game.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0506,sports,sports,train,The referee consulted VAR before awarding the decisive penalty.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0507,sports,sports,dev,A diving catch in the outfield robbed the batter of extra bases.,finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain short item
V3_0508,sports,sports,dev,"She dribbled past two defenders and scored in the final minute of the match. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0509,sports,sports,test,"The rookie's late rally pulled the team back to within a single point. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0510,sports,sports,test,"He beat the throw to second base with a headfirst slide. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0511,sports,sports,train,"The striker's header found the top corner to seal the win. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0512,sports,sports,train,"Down by ten, the home side mounted a furious comeback in the fourth quarter. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0513,sports,sports,train,"The goalkeeper dove full stretch to tip the shot around the post. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0514,sports,sports,train,"Their captain led the break and finished with a thunderous dunk. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0515,sports,sports,train,"The marathon leader pulled away on the final hill and never looked back. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0516,sports,sports,train,"A clean tackle stripped the ball just outside the penalty area. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0517,sports,sports,dev,"The pitcher struck out the side to escape the bases-loaded jam. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0518,sports,sports,dev,"The peloton chased hard but could not reel in the lone breakaway rider. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0519,sports,sports,test,"She served three aces in a row to take the deciding set. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0520,sports,sports,test,"The forwards pressed high and forced a turnover deep in the zone. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0521,sports,sports,train,"His buzzer-beater from half court sent the arena into a frenzy. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0522,sports,sports,train,"The relay team shaved a full second off the national record. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0523,sports,sports,train,"A perfectly timed block kept the spiker from scoring the final point. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0524,sports,sports,train,"The underdog upset the defending champions in a dramatic penalty shootout. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0525,sports,sports,train,"The cyclist attacked on the climb and held the lead to the finish. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0526,sports,sports,train,"A no-look pass set up the easy layup for the game-winning basket. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0527,sports,sports,dev,"The defense held firm in the red zone to preserve the shutout. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0528,sports,sports,dev,"She broke the world record with a personal best in the 400 meters. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0529,sports,sports,test,"The team executed a perfect double play to end the inning. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0530,sports,sports,test,"A last-second field goal won the championship for the visiting side. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0531,sports,sports,train,"The swimmer touched the wall first in a photo-finish race. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0532,sports,sports,train,"The coach called a timeout to set up the final play of the game. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0533,sports,sports,train,"The referee consulted VAR before awarding the decisive penalty. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0534,sports,sports,train,"A diving catch in the outfield robbed the batter of extra bases. The passage resolves around athletes, rules, and game outcomes rather than market movement.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain paragraph variant
V3_0535,sports,sports,train,"In a paragraph about sports, the key detail is this: She dribbled past two defenders and scored in the final minute of the match. The passage resolves around athletes, rules, and game outcomes rather than market movement. A hard negative should share a few words but change the underlying topic.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain expanded paragraph with confusable guidance
V3_0536,sports,sports,train,"In a paragraph about sports, the key detail is this: The rookie's late rally pulled the team back to within a single point. The passage resolves around athletes, rules, and game outcomes rather than market movement. A hard negative should share a few words but change the underlying topic.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain expanded paragraph with confusable guidance
V3_0537,sports,sports,dev,"In a paragraph about sports, the key detail is this: He beat the throw to second base with a headfirst slide. The passage resolves around athletes, rules, and game outcomes rather than market movement. A hard negative should share a few words but change the underlying topic.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain expanded paragraph with confusable guidance
V3_0538,sports,sports,dev,"In a paragraph about sports, the key detail is this: The striker's header found the top corner to seal the win. The passage resolves around athletes, rules, and game outcomes rather than market movement. A hard negative should share a few words but change the underlying topic.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain expanded paragraph with confusable guidance
V3_0539,sports,sports,test,"In a paragraph about sports, the key detail is this: Down by ten, the home side mounted a furious comeback in the fourth quarter. The passage resolves around athletes, rules, and game outcomes rather than market movement. A hard negative should share a few words but change the underlying topic.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain expanded paragraph with confusable guidance
V3_0540,sports,sports,test,"In a paragraph about sports, the key detail is this: The goalkeeper dove full stretch to tip the shot around the post. The passage resolves around athletes, rules, and game outcomes rather than market movement. A hard negative should share a few words but change the underlying topic.",finance_vs_sports_shared_terms,score;lead;beat;rally;team;match;player,semantic-domain expanded paragraph with confusable guidance
V3_0541,weather,weather,train,"The storm pushed inland overnight, dropping three inches of rain.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0542,weather,weather,train,"A bright, cloudless sky followed the cold front through the valley.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0543,weather,weather,train,Gusts topped sixty miles an hour as the squall line passed.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0544,weather,weather,train,Dense fog cut visibility to a few hundred feet on the coast road.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0545,weather,weather,train,The heat dome parked over the region for a sixth straight day.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0546,weather,weather,train,Snow tapered to flurries as the temperature crept above freezing.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0547,weather,weather,dev,Lightning forked across the horizon ahead of the approaching cell.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0548,weather,weather,dev,"A gentle drizzle settled in, leaving the streets slick and gray.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0549,weather,weather,test,"The barometer fell sharply, a sign the weather was about to turn.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0550,weather,weather,test,Clear skies tonight will let temperatures dip near the frost point.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0551,weather,weather,train,The hurricane weakened to a tropical storm after making landfall.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0552,weather,weather,train,Hail the size of marbles dented cars across the suburb.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0553,weather,weather,train,A warm breeze carried the smell of rain before the first drops fell.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0554,weather,weather,train,Black clouds massed on the ridge as the afternoon storm built.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0555,weather,weather,train,"The drought broke at last with a slow, soaking two-day rain.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
