item_id,scenario_id,validator_id,passed,detail
ar-ar_testfix_suite-i3-ar-o0-ll-c0-fe-42a8097bc104,ar_testfix_suite,v_test_command,1,selected=test_inbox_rule present=True other_present=False
ar-ar_testfix_suite-i3-ar-o0-ll-c1-fe-5c3601c6bc23,ar_testfix_suite,v_test_command,1,selected=test_inbox_rule present=True other_present=False
ar-ar_testfix_suite-i3-ar-o0-ln-c0-fe-4eb27245b71f,ar_testfix_suite,v_test_command,1,selected=test_inbox_rule present=True other_present=False
ar-ar_testfix_suite-i3-ar-o0-ln-c1-fe-b97d2414a223,ar_testfix_suite,v_test_command,1,selected=test_inbox_rule present=True other_present=False
ar-ar_testfix_suite-i3-ar-o1-ll-c0-fe-456977674ee8,ar_testfix_suite,v_test_command,1,selected=test_draft_rule present=True other_present=False
ar-ar_testfix_suite-i3-ar-o1-ll-c1-fe-f727083c866f,ar_testfix_suite,v_test_command,1,selected=test_draft_rule present=True other_present=False
ar-ar_testfix_suite-i3-ar-o1-ln-c0-fe-099576bc14df,ar_testfix_suite,v_test_command,1,selected=test_draft_rule present=True other_present=False
ar-ar_testfix_suite-i3-ar-o1-ln-c1-fe-b2015ea1d740,ar_testfix_suite,v_test_command,1,selected=test_draft_rule present=True other_present=False
ar-ar_testfix_suite-i4-ar-o0-ll-c0-fe-acbd145a7a86,ar_testfix_suite,v_test_command,1,selected=test_price_round present=True other_present=False
ar-ar_testfix_suite-i4-ar-o0-ll-c1-fe-ec5cc3cd65db,ar_testfix_suite,v_test_command,1,selected=test_price_round present=True other_present=False
ar-ar_testfix_suite-i4-ar-o0-ln-c0-fe-8286060f848a,ar_testfix_suite,v_test_command,1,selected=test_price_round present=True other_present=False
ar-ar_testfix_suite-i4-ar-o0-ln-c1-fe-10fb7af78860,ar_testfix_suite,v_test_command,1,selected=test_price_round present=True other_present=False
ar-ar_testfix_suite-i4-ar-o1-ll-c0-fe-4948e738d1b1,ar_testfix_suite,v_test_command,1,selected=test_price_trunc present=True other_present=False
ar-ar_testfix_suite-i4-ar-o1-ll-c1-fe-a629c950ebf3,ar_testfix_suite,v_test_command,1,selected=test_price_trunc present=True other_present=False
ar-ar_testfix_suite-i4-ar-o1-ln-c0-fe-72603ed288ec,ar_testfix_suite,v_test_command,1,selected=test_price_trunc present=True other_present=False
ar-ar_testfix_suite-i4-ar-o1-ln-c1-fe-95d2c11f98a7,ar_testfix_suite,v_test_command,1,selected=test_price_trunc present=True other_present=False
