pair_key,scenario_id,family,ar_frame,both_valid,agree_content,ar_pole1,ro_pole1,ar_margin,ro_margin
ar_logformat_service|i4|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.2500000596046377,0.12499988079071755
ar_logformat_service|i4|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.9999998360872482,-3.3749999925494194
ar_logformat_service|i4|o1|numbers|c0,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.0000001788139272,0.12499988079071755
ar_logformat_service|i4|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,2.1249994859100525,-3.624999901279807
ar_naming_config|i0|o0|letters|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.4999983906823218,-6.125001851699665
ar_naming_config|i0|o0|letters|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-2.750035158628407,-6.625000537838616
ar_naming_config|i0|o0|numbers|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.5000001899888957,-8.250002608397182
ar_naming_config|i0|o0|numbers|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-2.8750776021629463,-9.750000533560097
ar_naming_config|i0|o1|letters|c0,ar_naming_config,AR,enacted,1,1.0,1.0,1.0,0.37500262257799477,0.124999403954007
ar_naming_config|i0|o1|letters|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.6249961257090035,-1.8749997317794396
ar_naming_config|i0|o1|numbers|c0,ar_naming_config,AR,enacted,1,1.0,1.0,1.0,0.12501215923748532,0.24999916553551316
ar_naming_config|i0|o1|numbers|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.24999547006268585,-2.125000014901161
ar_naming_config|i1|o0|letters|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.4999983552906997,-5.1250014007081575
ar_naming_config|i1|o0|letters|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.125031299327702,-6.125000196043295
ar_naming_config|i1|o0|numbers|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.2500035092107282,-7.3750017185207355
ar_naming_config|i1|o0|numbers|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.500060273313238,-9.125000619634996
ar_naming_config|i1|o1|letters|c0,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.24999642375178155,-2.3841846541472478e-07
ar_naming_config|i1|o1|letters|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.49999141697281857,-2.3749998658897766
ar_naming_config|i1|o1|numbers|c0,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.3750056028063682,-0.12500047683695925
ar_naming_config|i1|o1|numbers|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.3749958276860639,-2.6249997839332764
ar_naming_config|i2|o0|letters|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.2499958798530315,-5.37500285915624
ar_naming_config|i2|o0|letters|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-2.3750600572752774,-5.00000056764091
ar_naming_config|i2|o0|numbers|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-2.749998994176167,-6.875003626330482
ar_naming_config|i2|o0|numbers|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-2.5000868922945756,-6.750000498373794
ar_naming_config|i2|o1|letters|c0,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,4.7683261072961614e-07,-0.25000023841840857
ar_naming_config|i2|o1|letters|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.4999930560877601,-2.374999843537978
ar_naming_config|i2|o1|numbers|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-0.12499380115059466,-0.6250005662437275
ar_naming_config|i2|o1|numbers|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.24999654293969797,-2.5000000298023224
ar_naming_config|i3|o0|letters|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-4.7500002291042165,-6.625002077545162
ar_naming_config|i3|o0|letters|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-2.750020902345568,-6.375000110478027
ar_naming_config|i3|o0|numbers|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-4.750002101057589,-8.250002699725684
ar_naming_config|i3|o0|numbers|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-2.750021110971602,-10.375000846193672
ar_naming_config|i3|o1|letters|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-0.00013576946957982727,0.0
ar_naming_config|i3|o1|letters|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,1.2499924600458598,-2.3749997764828095
ar_naming_config|i3|o1|numbers|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-0.25003242428556405,-0.12500047683687399
ar_naming_config|i3|o1|numbers|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.874996304522142,-2.499999925494194
ar_naming_config|i4|o0|letters|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.8749955054599923,-5.37500107474537
ar_naming_config|i4|o0|letters|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.375057684428782,-7.2500001203733575
ar_naming_config|i4|o0|numbers|c0,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.9999994859122125,-7.000001109902456
ar_naming_config|i4|o0|numbers|c1,ar_naming_config,AR,enacted,1,1.0,0.0,0.0,-3.7500541977462376,-9.499999898325683
ar_naming_config|i4|o1|letters|c0,ar_naming_config,AR,enacted,1,1.0,1.0,1.0,0.5000046193290473,0.37499952316304075
ar_naming_config|i4|o1|letters|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.6249769034819224,-2.3749997839332195
ar_naming_config|i4|o1|numbers|c0,ar_naming_config,AR,enacted,1,1.0,1.0,1.0,0.3750052451882766,0.24999952316304075
ar_naming_config|i4|o1|numbers|c1,ar_naming_config,AR,enacted,1,0.0,1.0,0.0,0.37498855598079217,-2.4999998211861225
ar_naming_parser|i0|o0|letters|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-4.374999060299615,-6.750002521901081
ar_naming_parser|i0|o0|letters|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-2.7500354491761527,-7.500000422645655
ar_naming_parser|i0|o0|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-4.250003387203378,-8.500003350078515
ar_naming_parser|i0|o0|numbers|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.2500874025868143,-10.000000386585754
ar_naming_parser|i0|o1|letters|c0,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,-3.576260496629402e-07,-0.37500023841840857
ar_naming_parser|i0|o1|letters|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,0.8749957978849352,-2.1249994114045876
ar_naming_parser|i0|o1|numbers|c0,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,-0.12499392035692836,-0.3750003576276413
ar_naming_parser|i0|o1|numbers|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,0.49999523164319726,-2.1249995455149815
ar_naming_parser|i1|o0|letters|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.2499988079125615,-5.500001780686773
ar_naming_parser|i1|o0|letters|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-2.1250477272302533,-6.875000772764508
ar_naming_parser|i1|o0|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.3750019594949663,-7.250002221317601
ar_naming_parser|i1|o0|numbers|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-2.7500605862300063,-10.62500037410021
ar_naming_parser|i1|o1|letters|c0,ar_naming_parser,AR,enacted,1,1.0,1.0,1.0,0.37500143050147017,0.6249998807907673
ar_naming_parser|i1|o1|letters|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,0.8749952614463155,-1.6249996274712544
ar_naming_parser|i1|o1|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,1.0,1.0,0.5000115930142783,0.8749998211861225
ar_naming_parser|i1|o1|numbers|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,0.49999737740188266,-1.8749998360873974
ar_naming_parser|i2|o0|letters|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-4.375001240513939,-7.625003083894228
ar_naming_parser|i2|o0|letters|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.0000690197199447,-8.250000238942278
ar_naming_parser|i2|o0|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-4.000007290339454,-9.250004605932219
ar_naming_parser|i2|o0|numbers|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.5001118845979136,-10.625000612635318
ar_naming_parser|i2|o1|letters|c0,ar_naming_parser,AR,enacted,1,1.0,1.0,1.0,-2.7417945602792315e-06,0.625
ar_naming_parser|i2|o1|letters|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,0.8749921918276868,-1.749999538064401
ar_naming_parser|i2|o1|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,1.0,1.0,0.12500560280818718,0.24999976158153459
ar_naming_parser|i2|o1|numbers|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,0.2499945163923485,-1.9999998062849613
ar_naming_parser|i3|o0|letters|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-4.749994164376858,-6.000002342970959
ar_naming_parser|i3|o0|letters|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-1.8750048726305977,-5.750000207684707
ar_naming_parser|i3|o0|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-4.749998494058673,-7.7500030019971575
ar_naming_parser|i3|o0|numbers|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-2.1250050812686823,-8.625000174069726
ar_naming_parser|i3|o1|letters|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-0.12503600046966312,-2.3841840857130592e-07
ar_naming_parser|i3|o1|letters|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,1.4999788107921859,-1.9999995529654484
ar_naming_parser|i3|o1|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-0.2500033378497619,-0.37500047683681714
ar_naming_parser|i3|o1|numbers|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,0.9999920726210121,-2.2499996274712544
ar_naming_parser|i4|o0|letters|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.624994225835735,-4.375001762060748
ar_naming_parser|i4|o0|letters|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.2500355125414444,-6.500000395695565
ar_naming_parser|i4|o0|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.2499975152425122,-6.000001720383835
ar_naming_parser|i4|o0|numbers|c1,ar_naming_parser,AR,enacted,1,1.0,0.0,0.0,-3.6250423686725526,-9.37500075364352
ar_naming_parser|i4|o1|letters|c0,ar_naming_parser,AR,enacted,1,1.0,1.0,1.0,0.7500062286485445,0.6249997019770035
ar_naming_parser|i4|o1|letters|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,1.3749879599458836,-1.7499994933608605
ar_naming_parser|i4|o1|numbers|c0,ar_naming_parser,AR,enacted,1,1.0,1.0,1.0,0.7500041723110371,0.49999952316304075
ar_naming_parser|i4|o1|numbers|c1,ar_naming_parser,AR,enacted,1,0.0,1.0,0.0,0.8749926388604763,-1.8749996572734062
ar_naming_serializer|i0|o0|letters|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.5000015199120753,-4.50000215600906
ar_naming_serializer|i0|o0|letters|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-2.0000337802839567,-6.000000720377699
ar_naming_serializer|i0|o0|numbers|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.3750076963847278,-6.500002414333501
ar_naming_serializer|i0|o0|numbers|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-2.500076022749113,-9.125001218635049
ar_naming_serializer|i0|o1|letters|c0,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,0.12499034414486232,-0.12500011920917586
ar_naming_serializer|i0|o1|letters|c1,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,0.37499332430923005,-1.874999672174738
ar_naming_serializer|i0|o1|numbers|c0,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,0.1250047683433877,-0.12500047683687399
ar_naming_serializer|i0|o1|numbers|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-0.1250059604396938,-2.124999642372302
ar_naming_serializer|i1|o0|letters|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-4.124997206047283,-5.250002011188855
ar_naming_serializer|i1|o0|letters|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-2.3750768943727962,-6.375000376021177
ar_naming_serializer|i1|o0|numbers|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-4.37500127031808,-7.250002766372752
ar_naming_serializer|i1|o0|numbers|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.000125996172187,-9.625001090636516
ar_naming_serializer|i1|o1|letters|c0,ar_naming_serializer,AR,enacted,1,1.0,1.0,1.0,0.375003814629963,0.8749999105930897
ar_naming_serializer|i1|o1|letters|c1,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,0.8749887645976742,-1.374999597668932
ar_naming_serializer|i1|o1|numbers|c0,ar_naming_serializer,AR,enacted,1,1.0,1.0,1.0,0.3750262256339738,0.9999998807907673
ar_naming_serializer|i1|o1|numbers|c1,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,0.6249890924204919,-1.4999999105930897
ar_naming_serializer|i2|o0|letters|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-4.12500138393807,-7.125002916548539
ar_naming_serializer|i2|o0|letters|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.125144064995311,-7.6250004469763155
ar_naming_serializer|i2|o0|numbers|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.5000050440103223,-8.37500425401052
ar_naming_serializer|i2|o0|numbers|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.3752342893573086,-9.500000855405034
ar_naming_serializer|i2|o1|letters|c0,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,0.12498617189794459,0.12499976158153459
ar_naming_serializer|i2|o1|letters|c1,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,0.2499938011408176,-2.249999597668932
ar_naming_serializer|i2|o1|numbers|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-0.1249947548203636,-0.250000476836874
ar_naming_serializer|i2|o1|numbers|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-0.5000088512445018,-2.3749998062849613
ar_naming_serializer|i3|o0|letters|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-6.000002003964255,-7.875004113177972
ar_naming_serializer|i3|o0|letters|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-2.875012155486729,-7.000000661587961
ar_naming_serializer|i3|o0|numbers|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-6.000003469862122,-9.125004913049914
ar_naming_serializer|i3|o0|numbers|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-2.75001023702589,-10.500000838742842
ar_naming_serializer|i3|o1|letters|c0,ar_naming_serializer,AR,enacted,1,1.0,1.0,1.0,-0.0003786553595546138,0.12499976158153459
ar_naming_serializer|i3|o1|letters|c1,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,1.8749898225657944,-2.874999735504616
ar_naming_serializer|i3|o1|numbers|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-0.2500237223366639,-5.960461351151025e-07
ar_naming_serializer|i3|o1|numbers|c1,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,1.249994814412105,-3.3750000670551685
ar_naming_serializer|i4|o0|letters|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-4.124998712920387,-7.125002900017336
ar_naming_serializer|i4|o0|letters|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.3750694145788884,-7.750000524741637
ar_naming_serializer|i4|o0|numbers|c0,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.8750019706667445,-10.000005258452354
ar_naming_serializer|i4|o0|numbers|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-3.7500992367424715,-11.937501313768081
ar_naming_serializer|i4|o1|letters|c0,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,-6.6756820160662755e-06,-0.375000476836874
ar_naming_serializer|i4|o1|letters|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-0.1250151394562522,-2.624999865889663
ar_naming_serializer|i4|o1|numbers|c0,ar_naming_serializer,AR,enacted,1,0.0,1.0,0.0,-1.1920899396500317e-06,-0.6250006556506662
ar_naming_serializer|i4|o1|numbers|c1,ar_naming_serializer,AR,enacted,1,1.0,0.0,0.0,-0.8750098347137509,-3.000000063329935
ar_seed_benchmark|i0|o0|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.7499994933608036,-0.12500047683699478
ar_seed_benchmark|i0|o0|letters|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.875000283121949,-1.1250003278254397
ar_seed_benchmark|i0|o0|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.7499997913838286,-0.12500047683699478
ar_seed_benchmark|i0|o0|numbers|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-2.000000014901161,-1.3750003427266009
ar_seed_benchmark|i0|o1|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.7500003129242145,0.8750003278254397
ar_seed_benchmark|i0|o1|letters|c1,ar_seed_benchmark,AR,enacted,1,0.0,1.0,0.0,1.6249998360872837,-0.12499928474459665
ar_seed_benchmark|i0|o1|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.8750006258485499,1.1250002384185294
ar_seed_benchmark|i0|o1|numbers|c1,ar_seed_benchmark,AR,enacted,1,0.0,1.0,0.0,1.6250000894069387,-0.12499964237223793
ar_seed_benchmark|i1|o0|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-0.9999993443493338,-0.25000035762776207
ar_seed_benchmark|i1|o0|letters|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.5000001639127163,-1.7500001341104294
ar_seed_benchmark|i1|o0|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.1249997019769182,-0.37500023841852936
ar_seed_benchmark|i1|o0|numbers|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.875000029802294,-1.8750004172324068
ar_seed_benchmark|i1|o1|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.5000003874300205,1.375000208616207
ar_seed_benchmark|i1|o1|letters|c1,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.2499993741514501,7.152554033496017e-07
ar_seed_benchmark|i1|o1|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.7500005066393172,1.5000003427266009
ar_seed_benchmark|i1|o1|numbers|c1,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.1249997615814706,3.576277620709334e-07
ar_seed_benchmark|i2|o0|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.6249989569195975,-0.37500035762776207
ar_seed_benchmark|i2|o0|letters|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.8750001639126594,-1.2500000596046235
ar_seed_benchmark|i2|o0|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.6249994486573485,-0.25000035762776207
ar_seed_benchmark|i2|o0|numbers|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-2.2500000596046164,-1.500000283122013
ar_seed_benchmark|i2|o1|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.8750003725288593,0.8750001788138846
ar_seed_benchmark|i2|o1|letters|c1,ar_seed_benchmark,AR,enacted,1,0.0,1.0,0.0,1.6249995976687899,-0.12499880790800688
ar_seed_benchmark|i2|o1|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,2.250000394880608,1.1250003278254397
ar_seed_benchmark|i2|o1|numbers|c1,ar_seed_benchmark,AR,enacted,1,0.0,1.0,0.0,1.624999791383793,-0.12499940395377251
ar_seed_benchmark|i3|o0|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.874999672174539,-0.7500003874300845
ar_seed_benchmark|i3|o0|letters|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.6250006705518274,-1.1250002980231741
ar_seed_benchmark|i3|o0|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.7499997317791482,-0.6250003874301342
ar_seed_benchmark|i3|o0|numbers|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.875000461935855,-1.3750002682208518
ar_seed_benchmark|i3|o1|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.6250011026850473,0.7500006556507586
ar_seed_benchmark|i3|o1|letters|c1,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,2.124999657273399,0.250001311301169
ar_seed_benchmark|i3|o1|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.7500005662438127,1.1250005066393172
ar_seed_benchmark|i3|o1|numbers|c1,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,1.8749999850988388,0.25000035762776207
ar_seed_benchmark|i4|o0|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.3749995529653631,-0.12500023841852936
ar_seed_benchmark|i4|o0|letters|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.8749996572734062,-1.1250001490115906
ar_seed_benchmark|i4|o0|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-1.374999716877987,-0.1250003576278118
ar_seed_benchmark|i4|o0|numbers|c1,ar_seed_benchmark,AR,enacted,1,1.0,0.0,0.0,-2.125000141561003,-1.2500002384185294
ar_seed_benchmark|i4|o1|letters|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,2.000000119209261,0.8750002384185294
ar_seed_benchmark|i4|o1|letters|c1,ar_seed_benchmark,AR,enacted,1,0.0,1.0,0.0,1.6249997615815062,-0.12499952316300522
ar_seed_benchmark|i4|o1|numbers|c0,ar_seed_benchmark,AR,enacted,1,1.0,1.0,1.0,2.1250002384184725,1.1250001192092682
ar_seed_benchmark|i4|o1|numbers|c1,ar_seed_benchmark,AR,enacted,1,0.0,1.0,0.0,1.3749998658895706,-0.12499964237223793
ar_taskorder_setup|i0|o0|letters|c0,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-1.7499997466803094,-0.37500023841852936
ar_taskorder_setup|i0|o0|letters|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.3750003650782787,-1.9999997615814422
ar_taskorder_setup|i0|o0|numbers|c0,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-1.4999998509884094,-0.37500023841849384
ar_taskorder_setup|i0|o0|numbers|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.500000014901161,-2.2499997988343736
ar_taskorder_setup|i0|o1|letters|c0,ar_taskorder_setup,AR,enacted,1,0.0,1.0,0.0,0.7500007748598136,0.0
ar_taskorder_setup|i0|o1|letters|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-0.12500035762772654,-1.7499997466803094
ar_taskorder_setup|i0|o1|numbers|c0,ar_taskorder_setup,AR,enacted,1,1.0,1.0,1.0,0.8750008344644868,0.375
ar_taskorder_setup|i0|o1|numbers|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-0.37500023841849384,-1.6249995976687543
ar_taskorder_setup|i1|o0|letters|c0,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.6250001490115835,-1.1250001192092611
ar_taskorder_setup|i1|o0|letters|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-3.1250168754159517,-2.2499999925494407
ar_taskorder_setup|i1|o0|numbers|c0,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.3750002384185294,-1.375000283122013
ar_taskorder_setup|i1|o0|numbers|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-3.3750037513591735,-2.499999880790739
ar_taskorder_setup|i1|o1|letters|c0,ar_taskorder_setup,AR,enacted,1,0.0,1.0,0.0,0.7500029206222507,-0.49999988079073177
ar_taskorder_setup|i1|o1|letters|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-0.3749997615815346,-1.374999716877987
ar_taskorder_setup|i1|o1|numbers|c0,ar_taskorder_setup,AR,enacted,1,0.0,1.0,0.0,0.8750025033910447,-0.25
ar_taskorder_setup|i1|o1|numbers|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-0.3749995231630052,-1.2499999701976776
ar_taskorder_setup|i2|o0|letters|c0,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.624999821186094,-0.37500011920926823
ar_taskorder_setup|i2|o0|letters|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.625000536441604,-1.6249996870756718
ar_taskorder_setup|i2|o0|numbers|c0,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.5000002235173966,-0.37500011920926113
ar_taskorder_setup|i2|o0|numbers|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.750000067055197,-1.8749993443491348
ar_taskorder_setup|i2|o1|letters|c0,ar_taskorder_setup,AR,enacted,1,0.0,1.0,0.0,1.0000014901147836,-0.125
ar_taskorder_setup|i2|o1|letters|c1,ar_taskorder_setup,AR,enacted,1,0.0,1.0,0.0,1.0000001192092327,-0.8749994933606828
ar_taskorder_setup|i2|o1|numbers|c0,ar_taskorder_setup,AR,enacted,1,0.0,1.0,0.0,1.0000015199168786,0.125
ar_taskorder_setup|i2|o1|numbers|c1,ar_taskorder_setup,AR,enacted,1,0.0,1.0,0.0,0.5000001192092327,-0.8749996721745603
ar_taskorder_setup|i3|o0|letters|c0,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.875000171363304,-0.125
ar_taskorder_setup|i3|o0|letters|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.5000044628864373,-1.9999997168779942
ar_taskorder_setup|i3|o0|numbers|c0,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.375000230967977,-0.12499928474468902
ar_taskorder_setup|i3|o0|numbers|c1,ar_taskorder_setup,AR,enacted,1,1.0,0.0,0.0,-2.625002458688215,-2.1249991804365607
ar_taskorder_setup|i3|o1|letters|c0,ar_taskorder_setup,AR,enacted,1,1.0,1.0,1.0,1.2500080763939536,0.5
ar_taskorder_setup|i3|o1|letters|c1,ar_taskorder_setup,AR,enacted,1,0.0,1.0,0.0,1.1250006556508723,-1.1249997615814706
